code,description,brochures,product_url
25-310-05-71,"L1® Midface, micro plate, 1.5 mm, plate profile 1.0 mm, 4-hole, straight, with bar, sterile",90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-05-71/
25-310-05-99,L1 label clip for plate 25-310-05-09,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-05-99/
25-310-06-09,"L1® Midface, micro plate, 1.5 mm, plate profile 1.0 mm, 6-hole, straight",91-350-35-02 L1® Customized | Customized storage system (https://www.klsmartin.com/mediathek/91-350-35-02_L1_Customized_Customized_storage_system.pdf); 90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf); 90-497-02-08 LevelOne Midface | A Comprehensive Solution for Osteosynthesis in the Midface (https://www.klsmartin.com/mediathek/90-497-02-08_LevelOne_Fixation_Midface.pdf); 91-350-91-02 L1® Orthognathics | Orthognathic surgery (https://www.klsmartin.com/mediathek/91-350-91-02_L1_Orthognathics_Orthognathic_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-06-09/
25-310-06-88,"L1® Midface, Sizer for 25-306/308/310-06",90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-06-88/
25-310-06-99,L1 label clip for plate 25-310-06-09,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-06-99/
25-310-09-71,"L1® Midface, micro plate, 1.5 mm, plate profile 1.0 mm, 10-hole, L-shaped, sterile",90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf); 90-497-02-08 LevelOne Midface | A Comprehensive Solution for Osteosynthesis in the Midface (https://www.klsmartin.com/mediathek/90-497-02-08_LevelOne_Fixation_Midface.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-09-71/
25-310-16-88,"L1® Midface, Sizer for 25-306/308/310-16",90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-16-88/
25-310-18-09,"L1® Midface, micro plate, 1.5 mm, plate profile 1.0 mm, 8-hole, T-shaped",90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf); 90-497-02-08 LevelOne Midface | A Comprehensive Solution for Osteosynthesis in the Midface (https://www.klsmartin.com/mediathek/90-497-02-08_LevelOne_Fixation_Midface.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-18-09/
25-310-22-09,"L1® Midface, micro mesh, 1.5 mm, plate profile 1.0 mm, 6x2-hole",90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf); 90-497-02-08 LevelOne Midface | A Comprehensive Solution for Osteosynthesis in the Midface (https://www.klsmartin.com/mediathek/90-497-02-08_LevelOne_Fixation_Midface.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-22-09/
25-310-22-99,L1 label clip for plate 25-310-22-09,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-22-99/
25-310-24-09,"L1® Midface, micro plate, 1.5 mm, plate profile 1.0 mm, 24-hole, straight",90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf); 90-497-02-08 LevelOne Midface | A Comprehensive Solution for Osteosynthesis in the Midface (https://www.klsmartin.com/mediathek/90-497-02-08_LevelOne_Fixation_Midface.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-24-09/
25-310-24-99,L1 label clip for plate 25-310-24-09,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-24-99/
25-310-55-91,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 4-hole, L-shaped, left, short",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf); 91-350-91-02 L1® Orthognathics | Orthognathic surgery (https://www.klsmartin.com/mediathek/91-350-91-02_L1_Orthognathics_Orthognathic_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-55-91/
25-310-55-99,L1 label clip for plate 25-310-55-91,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-55-99/
25-310-70-71,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 4-hole, L-shaped, left, medium, sterile",90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf); 90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-70-71/
25-310-85-25,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 4-hole, L-shaped, left, long, pack of 25",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-310-85-25/
25-311-55-91,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 4-hole, L-shaped, right, short",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf); 91-350-91-02 L1® Orthognathics | Orthognathic surgery (https://www.klsmartin.com/mediathek/91-350-91-02_L1_Orthognathics_Orthognathic_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/25-311-55-91/
25-311-70-88,"L1® Midface, Sizer for 25-311-70",90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf),https://www.klsmartin.com/shop/en/products/product/25-311-70-88/
25-311-70-99,L1 label clip for plate 25-311-70-91,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-311-70-99/
25-311-85-09,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 4-hole, L-shaped, right, long, pack of 5",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-311-85-09/
25-311-85-88,"L1® Midface, sizer for 25-311-85",90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf),https://www.klsmartin.com/shop/en/products/product/25-311-85-88/
25-312-55-71,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 4-hole, L-shaped, left, short, 100°, pack of 6",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-312-55-71/
25-312-85-89,Template for 25-312-85/25-313-85,90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-312-85-89/
25-312-85-91,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 4-hole, L-shaped, left, long, 100°",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-312-85-91/
25-313-21-71,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.8 mm, 4-hole, L-shape, right, short, sterile",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-21-71/
25-313-21-99,L1 label clip for plate 25-313-21-91,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-21-99/
25-313-22-91,"LevelOne Fixation, mini plate, 2.0 mm, plate profile 0.8 mm, 4-hole, L-shape, left, short",91-350-91-02 L1® Orthognathics | Orthognathic surgery (https://www.klsmartin.com/mediathek/91-350-91-02_L1_Orthognathics_Orthognathic_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-22-91/
25-313-24-91,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.8 mm, 4-hole, L-shape, 100°, left, short",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-24-91/
25-313-25-91,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.8 mm, 4-hole, L-shape, 100°, right, short",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-25-91/
25-313-27-99,L1 label clip for plate 25-313-27-91,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-27-99/
25-313-28-99,L1 label clip for plate 25-313-28-91,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-28-99/
25-313-29-91,"LevelOne Fixation, mini plate, 2.0 mm, plate profile 1.0 mm, 4-hole, L-shape, 100°, left, short",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-29-91/
25-313-30-71,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.8 mm, 4-hole, L-shape, left, medium, sterile",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-30-71/
25-313-32-91,"LevelOne Fixation, mini plate, 2.0 mm, plate profile 0.8 mm, 4-hole, L-shape, left, medium",91-350-91-02 L1® Orthognathics | Orthognathic surgery (https://www.klsmartin.com/mediathek/91-350-91-02_L1_Orthognathics_Orthognathic_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-32-91/
25-313-34-71,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.8 mm, 4-hole, L-shape, 100°, left, medium, sterile",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-34-71/
25-313-35-71,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.8 mm, 4-hole, L-shape, 100°, right, medium, sterile",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-35-71/
25-313-35-99,L1 label clip for plate 25-313-35-91,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-35-99/
25-313-36-99,L1 label clip for plate 25-313-36-91,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-36-99/
25-313-37-71,"LevelOne Fixation, mini plate, 2.0 mm, plate profile 0.8 mm, 4-hole, L-shape, 100°, left, medium, sterile",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-37-71/
25-313-37-99,L1 label clip for plate 25-313-37-91,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-37-99/
25-313-38-91,"LevelOne Fixation, mini plate, 2.0 mm, plate profile 1.0 mm, 4-hole, L-shape, 100°, right, medium",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-38-91/
25-313-44-99,L1 label clip for plate 25-313-44-91,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-44-99/
25-313-46-71,"LevelOne Fixation, mini plate, 2.0 mm, plate profile 0.8 mm, 4-hole, L-shape, 100°, right, long, sterile",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-46-71/
25-313-47-91,"LevelOne Fixation, mini plate, 2.0 mm, plate profile 0.8 mm, 4-hole, L-shape, 100°, left, long",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-47-91/
25-313-48-71,"LevelOne Fixation, mini plate, 2.0 mm, plate profile 1.0 mm, 4-hole, L-shape, 100°, right, long, sterile",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-48-71/
25-313-48-91,"LevelOne Fixation, mini plate, 2.0 mm, plate profile 1.0 mm, 4-hole, L-shape, 100°, right, long",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-48-91/
25-313-49-91,"LevelOne Fixation, mini plate, 2.0 mm, plate profile 1.0 mm, 4-hole, L-shape, 100°, left, long",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-49-91/
25-313-49-99,L1 label clip for plate 25-313-49-91,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-49-99/
25-313-55-71,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 4-hole, L-shaped, right, short, 100°, sterile",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-55-71/
25-313-55-91,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 4-hole, L-shaped, right, short, 100°",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-55-91/
25-313-85-99,L1 label clip for plate 25-313-85-91,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-313-85-99/
25-314-85-91,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 5-hole, L-shaped, left, long, 100°",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-314-85-91/
25-315-85-71,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 5-hole, L-shaped, right, long, 100°, sterile",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-315-85-71/
25-315-85-91,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 5-hole, L-shaped, right, long, 100°",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-315-85-91/
25-316-00-89,Template for 25-316-00,90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-316-00-89/
25-316-06-99,L1 label clip for plate 25-316-06-91,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-316-06-99/
25-320-00-09,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 20-hole, straight, pack of 5",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-00-09/
25-320-00-91,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 20-hole, straight",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-00-91/
25-320-25-99,L1 label clip for plate 25-320-25-09,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-25-99/
25-320-28-71,"L1® Midface, Smart3D, zygoma plate, 1.5 mm, plate profile 0.6 mm, 9-hole, left, sterile","90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf); 90-389-02-04 L1® Smart3D | Anatomically pre-shaped 
midface and mandibular implants (https://www.klsmartin.com/mediathek/90-389-02-04_L1_smart_3D.pdf)",https://www.klsmartin.com/shop/en/products/product/25-320-28-71/
25-320-30-71,"L1® Midface, Smart3D, zygoma plate, 1.5 mm, plate profile 0.6 mm, 11-hole, left, sterile","90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf); 90-389-02-04 L1® Smart3D | Anatomically pre-shaped 
midface and mandibular implants (https://www.klsmartin.com/mediathek/90-389-02-04_L1_smart_3D.pdf)",https://www.klsmartin.com/shop/en/products/product/25-320-30-71/
25-320-31-99,L1 label clip for plate 25-320-31-09,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-31-99/
25-320-32-99,L1 label clip for plate 25-320-32-09,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-32-99/
25-320-33-09,"L1® Midface, Smart3D, paranasal plate, 1.5 mm, plate profile 0.6 mm, 7-hole, right","90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf); 90-389-02-04 L1® Smart3D | Anatomically pre-shaped 
midface and mandibular implants (https://www.klsmartin.com/mediathek/90-389-02-04_L1_smart_3D.pdf)",https://www.klsmartin.com/shop/en/products/product/25-320-33-09/
25-320-34-09,"L1® Midface, Smart3D, zygoma-paranasal plate, 1.5 mm, plate profile 0.6 mm, 21-hole, left","90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf); 90-389-02-04 L1® Smart3D | Anatomically pre-shaped 
midface and mandibular implants (https://www.klsmartin.com/mediathek/90-389-02-04_L1_smart_3D.pdf)",https://www.klsmartin.com/shop/en/products/product/25-320-34-09/
25-320-35-71,"L1® Midface, Smart3D, zygoma-paranasal plate, 1.5 mm, plate profile 0.6 mm, 21-hole, right, sterile","90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf); 90-389-02-04 L1® Smart3D | Anatomically pre-shaped 
midface and mandibular implants (https://www.klsmartin.com/mediathek/90-389-02-04_L1_smart_3D.pdf)",https://www.klsmartin.com/shop/en/products/product/25-320-35-71/
25-320-55-09,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 5-hole, Y-shaped, short, pack of 5",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-55-09/
25-320-55-71,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 5-hole, Y-shaped, short, sterile",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-55-71/
25-320-55-89,Template for 25-320-55,90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-55-89/
25-320-55-91,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 5-hole, Y-shaped, short",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-55-91/
25-320-55-99,L1 label clip for plate 25-320-55-91,How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-55-99/
25-320-70-71,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 5-hole, Y-shaped, medium, sterile",90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf); 90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-70-71/
25-320-70-88,"L1® Midface, sizer for 25-320-70",90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-70-88/
25-320-70-89,Template for 25-320-70,90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-70-89/
25-320-70-91,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 5-hole, Y-shaped, medium",90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf); 90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-70-91/
25-320-71-71,"Low Profile Neuro, plate, 1.5 mm, plate profile 0.6 mm, 5-hole, Y-shaped, long, sterile",90-343-02-08 Low Profile Neuro System | 1.5-mm Neuro Plating System (https://www.klsmartin.com/mediathek/90-343-02-08_Low_Profile_Neuro_System.pdf),https://www.klsmartin.com/shop/en/products/product/25-320-71-71/
25-322-55-91,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 6-hole, double Y-shaped, short",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-322-55-91/
25-322-70-71,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 6-hole, double Y-shaped, medium, sterile",90-263-02-04 L1® Midface | Midface Osteosynthesis (https://www.klsmartin.com/mediathek/90-263-02-04_L1_Midface.pdf); 90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf),https://www.klsmartin.com/shop/en/products/product/25-322-70-71/
25-323-03-71,"marPOR®, Smart Orbital Implant, plate profile 1.2 mm (Titanium: 0.3 mm), L, left",91-350-47-02 Biomaterials marPOR® (https://www.klsmartin.com/mediathek/91-350-47-02_Biomaterials_marPOR.pdf),https://www.klsmartin.com/shop/en/products/product/25-323-03-71/
25-323-17-71,"marPOR® implant, plate profile 0.85 mm, length 127 mm, width 76 mm",91-350-47-02 Biomaterials marPOR® (https://www.klsmartin.com/mediathek/91-350-47-02_Biomaterials_marPOR.pdf),https://www.klsmartin.com/shop/en/products/product/25-323-17-71/
25-323-20-71,"marPOR® implant, plate profile 1.5 mm, length 50 mm, width 38 mm",91-350-47-02 Biomaterials marPOR® (https://www.klsmartin.com/mediathek/91-350-47-02_Biomaterials_marPOR.pdf),https://www.klsmartin.com/shop/en/products/product/25-323-20-71/
25-325-06-09,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 6-hole, orbital, pack of 5",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf); 90-510-02-08 Midface Orbita | Portfolio Overview (https://www.klsmartin.com/mediathek/90-510-02-08_Midface_Orbita_Portfolio_Overview.pdf),https://www.klsmartin.com/shop/en/products/product/25-325-06-09/
25-325-06-91,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 6-hole, orbital",90-441-02-04 LevelOne Fixation | Osteosynthesis 1.5 Micro (https://www.klsmartin.com/mediathek/90-441-02-04_LevelOne_1.5_Micro.pdf); 90-510-02-08 Midface Orbita | Portfolio Overview (https://www.klsmartin.com/mediathek/90-510-02-08_Midface_Orbita_Portfolio_Overview.pdf),https://www.klsmartin.com/shop/en/products/product/25-325-06-91/
25-325-08-25,"LevelOne Fixation, micro plate, 1.5 mm, plate profile 0.6 mm, 8-hole, orbital, pack of 25",How to find us (https://www.klsmartin.com/fileadmin/user_upload/Homepage/Company/Locations/KLS_Martin_WORLD_How_to_find_us.pdf),https://www.klsmartin.com/shop/en/products/product/25-325-08-25/
