code,description,brochures,product_url
12-579-15-09,"Micro forceps, curved, 6.0 mm x 0.4 mm, length 15 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-579-15-09/
12-579-18-09,"Micro forceps, curved, 6.0 mm x 0.4 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-579-18-09/
12-580-15-09,"Micro forceps, titan, straight, 6.0 mm x 0.8 mm, length 15 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-580-15-09/
12-580-18-09,"Micro forceps, titan, straight, 6.0 mm x 0.8 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-580-18-09/
12-580-21-09,"Micro forceps, titan, straight, 6.0 mm x 0.8 mm, length 21 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-580-21-09/
12-581-15-09,"Micro forceps, titan, curved, 6.0 mm x 0.8 mm, length 15 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-581-15-09/
12-581-18-09,"Micro forceps, titan, curved, 6.0 mm x 0.8 mm, length 18 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-581-18-09/
12-581-21-09,"Micro forceps, titan, curved, 6.0 mm x 0.8 mm, length 21 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-581-21-09/
12-582-15-09,"Micro forceps, straight, 1 x 2 teeth, Ø 0.4 mm, length 15 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-582-15-09/
12-582-18-09,"Micro forceps, straight, 1 x 2 teeth, Ø 0.4 mm, length 18 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-582-18-09/
12-583-15-09,"Micro forceps, curved, 1 x 2 teeth, Ø 0.4 mm, length 15 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-583-15-09/
12-583-18-09,"Micro forceps, curved, 1 x 2 teeth, Ø 0.4 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-583-18-09/
12-585-21-09,Discontinued / No Description Found,General Surgery,https://www.klsmartin.com/shop/en/products/product/12-585-21-09/
12-586-15-09,"Ring forceps, titan, straight, Ø 1.0 mm x 0.5 mm, length 15 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-586-15-09/
12-586-18-09,"Ring forceps, titan, straight, Ø 1.0 mm x 0.5 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-586-18-09/
12-586-21-09,"Ring forceps, titan, straight, Ø 1.0 mm x 0.5 mm, length 21 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-586-21-09/
12-588-15-09,"Ring forceps, titan, straight, Ø 2.0 mm x 1.0 mm, length 15 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-588-15-09/
12-588-18-09,"Ring forceps, titan, straight, Ø 2.0 mmx 1.0 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-588-18-09/
12-588-21-09,"Ring forceps, titan, straight, Ø 2.0 mm x 1.0 mm, length 21 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-588-21-09/
12-589-15-07,"Atraumatic, micro forceps, width 1.2 mm, length 15 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-589-15-07/
12-589-18-07,"Atraumatic, micro forceps, width 1.2 mm, length 18 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-589-18-07/
12-589-21-07,"Atraumatic, micro forceps, width 1.2 mm, length 21 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-589-21-07/
12-590-15-09,"Atraumatic, micro forceps, titan, width 1.2 mm, length 15 cm","Plastic Surgery; General Surgery; Oral and maxillofacial surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-590-15-09/
12-590-18-09,"Atraumatic, micro forceps, titan, width 1.2 mm, length 18 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-590-18-09/
12-590-21-09,"Atraumatic, micro forceps, titan, width 1.2 mm, length 21 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf); 91-350-83-48 OMF | Oral and maxillofacial surgery (https://www.klsmartin.com/mediathek/91-350-83-48_OMF_Oral_and_maxillofacial_surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-590-21-09/
12-591-00-07,"Micro forceps, straight, 6 mm x 0.4 mm, length 15 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-591-00-07/
12-591-01-07,"Micro forceps, curved, 6 mm x 0.4 mm, length 15 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-591-01-07/
12-591-02-07,"Micro forceps, 45°, 6 mm x 0.4 mm, length 15 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-591-02-07/
12-591-03-07,"Ring forceps, Ø 1 mm x 0.5 mm, length 15 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-591-03-07/
12-591-04-07,"Micro forceps, straight, 5 mm x 0.3 mm, length 15 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/12-591-04-07/
12-591-05-07,"Micro forceps, straight, pierse, length 15 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-591-05-07/
12-592-00-07,"Micro forceps, straight, 6 mm x 0.4 mm, length 18 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-592-00-07/
12-592-01-07,"Micro forceps, curved, 6 mm x 0.4 mm, length 18 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf); 90-132-48-04 Cardio | Cardio Thoracic and Vascular Surgery (https://www.klsmartin.com/mediathek/90-132-48-04_Cardio_Thoracic_and_Vascular_Surgery.pdf); 90-424-48-04 Neuro | Neurosurgery (https://www.klsmartin.com/mediathek/90-424-48-04_Neurosurgery_catalog.pdf); 90-272-48-04 Plastic | Plastische Chirurgie (https://www.klsmartin.com/mediathek/90-272-48-04_Plastic_surgery_catalog.pdf),https://www.klsmartin.com/shop/en/products/product/12-592-01-07/
12-592-02-07,"Micro forceps, 45°, 6 mm x 0.4 mm, length 18 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-592-02-07/
12-592-03-07,"Ring forceps, Ø 1 mm x 0.5 mm, length 18 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-592-03-07/
12-592-04-07,"Micro forceps, straight, 5 mm x 0.3 mm, length 18 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-592-04-07/
12-592-05-07,"Micro forceps, straight, tip ""Pierse"", length 18 cm","Plastic Surgery; General Surgery; Neurosurgery; Cardio, Thoracic and Vascular Surgery",https://www.klsmartin.com/shop/en/products/product/12-592-05-07/
12-600-12-07,"Splinter forceps, straight, smooth jaws, length 12.5 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-600-12-07/
12-601-12-07,"Splinter forceps, curved, smooth jaws, length 12.5 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-601-12-07/
12-604-09-07,"Splinter forceps, straight, serrated jaws, length 9 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-604-09-07/
12-604-11-07,"Splinter forceps, straight, serrated jaws, length 10.5 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-604-11-07/
12-604-12-07,"Splinter forceps, straight, serrated jaws, length 12.5 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-604-12-07/
12-605-09-07,"Splinter forceps, curved, serrated jaws, length 9 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-605-09-07/
12-605-12-07,"Splinter forceps, curved, serrated jaws, length 12.5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-605-12-07/
12-624-12-07,"Splinter forceps, with plateau, width 0.3 mm, length 12 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-624-12-07/
12-630-07-07,"Splinter forceps, acc. to Feilchenfeld, length 7.5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-630-07-07/
12-630-09-07,"Splinter forceps, acc. to Feilchenfeld, length 9 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-630-09-07/
12-630-11-07,"Splinter forceps, acc. to Feilchenfeld, length 11.5 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-630-11-07/
12-640-10-07,"Splinter forceps, acc. to Hunter, straight, length 10.5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-640-10-07/
12-641-10-07,"Splinter forceps, acc. to Hunter, curved, length 10.5 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-641-10-07/
12-664-08-07,"Cilia forceps, acc. to Littauer, smooth jaw, length 8.5 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-664-08-07/
12-666-09-07,"Cilia forceps, serrated, angled, length 9 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-666-09-07/
12-674-09-07,"Cilia forceps, acc. to Douglas, narrow, length 9 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-674-09-07/
12-676-09-07,"Cilia forceps, acc. to Douglas, wide, length 9 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-676-09-07/
12-680-09-07,"Cilia forceps, acc. to Beer, smooth jaws, length 9 cm",General Surgery,https://www.klsmartin.com/shop/en/products/product/12-680-09-07/
12-695-10-07,"Cilia forceps, acc. to Barraquer, angled, smooth jaws, length 11 cm",90-100-48-07 General | General Surgery (https://www.klsmartin.com/mediathek/90-100-48-07_General_Surgery.pdf),https://www.klsmartin.com/shop/en/products/product/12-695-10-07/
12-720-13-07,"Splinter forceps, acc. to Stieglitz, straight, length 14 cm",General Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/12-720-13-07/
12-721-13-07,"Splinter forceps, acc. to Stieglitz, curved, length 14 cm",General Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/12-721-13-07/
12-725-11-07,"Splinter forceps, acc. to Peet, angled, length 12.5 cm",General Surgery; Oral and maxillofacial surgery,https://www.klsmartin.com/shop/en/products/product/12-725-11-07/
